entity_id,safe_id,name,name_en,description_len,release_tier,concept_kind,degree,coverage_role,batch,cardable,card_status,infograph_status
ctkg:v3e-object-1ca4635beaad42eaac5ec29e,ctkg_v3e-object-1ca4635beaad42eaac5ec29e,Nonlinear Element with Sinusoidal Input,Nonlinear Element with Sinusoidal Input,39,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-21637e32df41e433f01db54b,ctkg_v3e-object-21637e32df41e433f01db54b,等倾线法,,74,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-241503a6440d96140036a51f,ctkg_v3e-object-241503a6440d96140036a51f,anti-alias prefilter,anti-alias prefilter,116,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-24abf351ed0af6684efdb4b7,ctkg_v3e-object-24abf351ed0af6684efdb4b7,非齐次状态方程,,43,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-2b3daca16f4fb57b9da083bd,ctkg_v3e-object-2b3daca16f4fb57b9da083bd,Frequency-Respon,Frequency-Response Based Stability Analysis,114,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-2c2f917a06c974fda55b52fd,ctkg_v3e-object-2c2f917a06c974fda55b52fd,Amplitude quantization error,Amplitude quantization error,118,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-2c60af6bdfb932de8cc33ca5,ctkg_v3e-object-2c60af6bdfb932de8cc33ca5,Sampler,Sampler,61,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-2d3e13db4965d78a3919bba8,ctkg_v3e-object-2d3e13db4965d78a3919bba8,MATLAB绘制相轨迹,,61,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-2eb64f744b929432a6394ee5,ctkg_v3e-object-2eb64f744b929432a6394ee5,Symmetrical root pairs,Symmetrical root pairs,22,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-2f12669555aed67867c3b7cd,ctkg_v3e-object-2f12669555aed67867c3b7cd,零阶保持器,,59,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-2fd3b8dfc79284046cb06990,ctkg_v3e-object-2fd3b8dfc79284046cb06990,A/D转换器,,29,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-35264ec175b811e30fa55aab,ctkg_v3e-object-35264ec175b811e30fa55aab,Method 2: Using ,Method 2: Using tracking error as compensator input,83,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-3584625f5f11346155d538d3,ctkg_v3e-object-3584625f5f11346155d538d3,平衡状态稳定性,,84,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-36e31a50f047919209d08c48,ctkg_v3e-object-36e31a50f047919209d08c48,Output Compensation,Output Compensation,76,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-3784992e294bb2f120cdc0df,ctkg_v3e-object-3784992e294bb2f120cdc0df,Controllability matrix,Controllability matrix,146,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-3bf89181c7be53ac268d5785,ctkg_v3e-object-3bf89181c7be53ac268d5785,带宽,Bandwidth,100,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-3d61744c1f15d0d0bbf20902,ctkg_v3e-object-3d61744c1f15d0d0bbf20902,Precision,Precision,74,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-3e15ed6ae20f1d1e4d170e57,ctkg_v3e-object-3e15ed6ae20f1d1e4d170e57,equivalent gain,equivalent gain,140,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-3eecf8e1bd7a80cd6b11646d,ctkg_v3e-object-3eecf8e1bd7a80cd6b11646d,阻尼自然频率,,20,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-44abb05a48944f9fee9a9d01,ctkg_v3e-object-44abb05a48944f9fee9a9d01,相平面法分析非线性系统,,66,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-55036b61ed3fe680ef13f904,ctkg_v3e-object-55036b61ed3fe680ef13f904,Input Compensation,Input Compensation,67,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-59f5159cc11cb67f131e14a1,ctkg_v3e-object-59f5159cc11cb67f131e14a1,Transformation t,Transformation to modal form using eigenvectors,155,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-5aa119c1211318de57450e5b,ctkg_v3e-object-5aa119c1211318de57450e5b,Eigenvector,Eigenvector,82,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-5e3ecb030d6a454633f0a09a,ctkg_v3e-object-5e3ecb030d6a454633f0a09a,内模控制器,,47,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-62fdc01d171ed1ecf803d7d9,ctkg_v3e-object-62fdc01d171ed1ecf803d7d9,比例-微分控制规律,,72,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-7669cc1cb18986463cbcfdf6,ctkg_v3e-object-7669cc1cb18986463cbcfdf6,可观测性规范分解,,28,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-76a08234eba9eed51ed0733b,ctkg_v3e-object-76a08234eba9eed51ed0733b,Lyapunov's First Method,Lyapunov's First Method,320,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-7aeaea4f1aef78c48c3e8340,ctkg_v3e-object-7aeaea4f1aef78c48c3e8340,Ackermann's formula,Ackermann's formula,252,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-7d0f4558ea9feb4c470dd47b,ctkg_v3e-object-7d0f4558ea9feb4c470dd47b,系统完全可观测,,175,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-7eb703ff92835fa45948a0bf,ctkg_v3e-object-7eb703ff92835fa45948a0bf,离散模拟信号,,47,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-7f8322d930ad015c80e143ed,ctkg_v3e-object-7f8322d930ad015c80e143ed,Digital-to-analog converter,Digital-to-analog converter,27,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-8496155b16d82318d90949d0,ctkg_v3e-object-8496155b16d82318d90949d0,Frequency Response,Frequency Response,104,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-865b301177a623225344064f,ctkg_v3e-object-865b301177a623225344064f,BIBO stability,BIBO stability,168,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-87148367d17fdbebd5a95319,ctkg_v3e-object-87148367d17fdbebd5a95319,开环采样系统,,40,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-89a95ab28be324dc6d7040c5,ctkg_v3e-object-89a95ab28be324dc6d7040c5,Disturbance Rejection,Disturbance Rejection,195,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-89ada9ada357e26bcd83dc11,ctkg_v3e-object-89ada9ada357e26bcd83dc11,线性离散系统,,23,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-963133ef890ba8f3bfeefcc5,ctkg_v3e-object-963133ef890ba8f3bfeefcc5,线性采样系统,,41,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-9a7f6e28a612b00c77f8ea94,ctkg_v3e-object-9a7f6e28a612b00c77f8ea94,Phase-lead design using the root locus,Phase-lead design using the root locus,202,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-9acaab765d45527c6988c564,ctkg_v3e-object-9acaab765d45527c6988c564,polar plot,polar plot,124,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-9b795692bacd0f13270cc086,ctkg_v3e-object-9b795692bacd0f13270cc086,秩判据,,64,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-9c2c202d7940f9cd4af8fae8,ctkg_v3e-object-9c2c202d7940f9cd4af8fae8,采样周期,,24,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-9dd164e548b83a92f3777044,ctkg_v3e-object-9dd164e548b83a92f3777044,否包含元素全…,Diagonal canonical form observability criterion,44,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-ab4dc18aac53ac6636d05ca5,ctkg_v3e-object-ab4dc18aac53ac6636d05ca5,Full-state feedback design procedure,Full-state feedback design procedure,169,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-ae46ad7afbc5b4cd102501c7,ctkg_v3e-object-ae46ad7afbc5b4cd102501c7,可观测性规范分解方法,,37,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-b193b69b94a9f4a6cc656cff,ctkg_v3e-object-b193b69b94a9f4a6cc656cff,Zero steady-state error,Zero steady-state error,143,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-b23d7969cb791dfac72b6319,ctkg_v3e-object-b23d7969cb791dfac72b6319,闭环采样系统,,26,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-b3c5cdff9a0cefd89c42db14,ctkg_v3e-object-b3c5cdff9a0cefd89c42db14,Absolute Stability,Absolute Stability,170,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-b51bc504a48917b2c5ec25c3,ctkg_v3e-object-b51bc504a48917b2c5ec25c3,Feedback Compensation,Feedback Compensation,75,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-b73224087c9c0475612e8635,ctkg_v3e-object-b73224087c9c0475612e8635,Phase-Lag Compensator,Phase-Lag Compensator,92,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-bf30e8212ba68b5629f44826,ctkg_v3e-object-bf30e8212ba68b5629f44826,状态可控,,157,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-c36a6e957077c474e91e17ab,ctkg_v3e-object-c36a6e957077c474e91e17ab,运动稳定性,,68,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-c6fd3f071d7b3ea64acf9760,ctkg_v3e-object-c6fd3f071d7b3ea64acf9760,Routh-Hurwitz stability criterion method,Routh-Hurwitz stability criterion method,222,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-c7afebd82a4a7968e83b34d7,ctkg_v3e-object-c7afebd82a4a7968e83b34d7,Lur'e problem,Lur'e problem,112,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-c866a4872c0f99bf61bb4859,ctkg_v3e-object-c866a4872c0f99bf61bb4859,不稳定极限环,,111,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-cd4048f0bc048834a85d7816,ctkg_v3e-object-cd4048f0bc048834a85d7816,采样持续时间,,21,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-d537d542fc83f3d91e2f6d72,ctkg_v3e-object-d537d542fc83f3d91e2f6d72,coulomb plus viscous friction,coulomb plus viscous friction,29,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-d80dfe6ce979515d21845c81,ctkg_v3e-object-d80dfe6ce979515d21845c81,串联滞后-超前校正,,103,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-d930507f1d5291f37ede5af7,ctkg_v3e-object-d930507f1d5291f37ede5af7,反演积分法,,44,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-dd83c852f8ae95a9d7f5041f,ctkg_v3e-object-dd83c852f8ae95a9d7f5041f,Aizermann's conjecture,Aizermann's conjecture,22,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-de1fcfcdabd2e7cb8d74e01a,ctkg_v3e-object-de1fcfcdabd2e7cb8d74e01a,齐次状态方程,,34,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-de873c97a924107857f79242,ctkg_v3e-object-de873c97a924107857f79242,幅频特性,,37,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-e56e84bbefb19024f10b648c,ctkg_v3e-object-e56e84bbefb19024f10b648c,小范围稳定系统,,67,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-e9b365b3f16db46b1e342744,ctkg_v3e-object-e9b365b3f16db46b1e342744,sample and hold device,sample and hold device,22,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-ef5734bee71ec75e999c13bf,ctkg_v3e-object-ef5734bee71ec75e999c13bf,Computing poles ,Computing poles via characteristic equation,68,silver,,2,,B,True,ok,accepted
ctkg:v3e-object-f1582fd7cc28d16eb111854d,ctkg_v3e-object-f1582fd7cc28d16eb111854d,可控性,,97,gold,,2,,B,True,ok,accepted
ctkg:v3e-object-fbebd7b09546031f82f974ed,ctkg_v3e-object-fbebd7b09546031f82f974ed,前置滤波器,,54,silver,,2,,B,True,ok,accepted
ctc:modeling-1897336a3fe60360d9fea3aa,ctc_modeling-1897336a3fe60360d9fea3aa,领域概念,modeling_1897336a3fe60360d9fea3aa,212,silver,analysis_method,1,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-2088bbde171b2e9ef66070d5,ctc_modeling-2088bbde171b2e9ef66070d5,block diagram reduction,block_diagram_reduction,51,gold,analysis_method,1,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-57c56ef58df2315f765a32dc,ctc_modeling-57c56ef58df2315f765a32dc,formula for evaluating the,modeling_57c56ef58df2315f765a32dc,143,gold,analysis_method,1,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-6ba251594a75698f1a092f8d,ctc_modeling-6ba251594a75698f1a092f8d,系统的输入-输出描述,modeling_6ba251594a75698f1a092f8d,33,silver,theoretical_construct,1,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-745a1d21b416613f01958a3e,ctc_modeling-745a1d21b416613f01958a3e,The ratio of the,modeling_745a1d21b416613f01958a3e,135,silver,theoretical_construct,1,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-930ada7e5567a735a2feadc9,ctc_modeling-930ada7e5567a735a2feadc9,block diagram,block_diagram,41,gold,representation_kind,1,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-987e08a63a394f1a848101dc,ctc_modeling-987e08a63a394f1a848101dc,只有输入支路而没有输出支路的节点,modeling_987e08a63a394f1a848101dc,29,silver,theoretical_construct,1,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-a2b2e4c67cee79eef87f3b81,ctc_modeling-a2b2e4c67cee79eef87f3b81,forward path,forward_path,40,gold,theoretical_construct,1,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-c2650bdf6df39c39c8ac378c,ctc_modeling-c2650bdf6df39c39c8ac378c,variable that is measured,modeling_c2650bdf6df39c39c8ac378c,157,silver,theoretical_construct,1,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-c343400ab0cc996416d5a18a,ctc_modeling-c343400ab0cc996416d5a18a,领域概念,modeling_c343400ab0cc996416d5a18a,107,silver,theoretical_construct,1,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-c5b0f0ad36036b531f6bcdec,ctc_modeling-c5b0f0ad36036b531f6bcdec,The transfer function from,modeling_c5b0f0ad36036b531f6bcdec,163,silver,theoretical_construct,1,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-cde581a02e8cf843a69b8a69,ctc_modeling-cde581a02e8cf843a69b8a69,input,input,33,gold,theoretical_construct,1,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-ec82c77661197d36bca28424,ctc_modeling-ec82c77661197d36bca28424,Designing the control law,modeling_ec82c77661197d36bca28424,87,silver,analysis_method,1,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-v2r-5585bf06f0e579bc1c362ac2,ctc_modeling-v2r-5585bf06f0e579bc1c362ac2,loop,loop,32,gold,theoretical_construct,1,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-160c78d3827065aca5585f55,ctc_v11g-160c78d3827065aca5585f55,evans root locus construction method,evans_root_locus_construction_method,121,gold,analysis_method,1,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-1ebbddfa13931f700f437271,ctc_v11g-1ebbddfa13931f700f437271,angle of departure,angle_of_departure,64,gold,mathematical_object,1,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-24c15d67a9c0976814a4d3c2,ctc_v11g-24c15d67a9c0976814a4d3c2,exhaust gas sensor,exhaust_gas_sensor,91,gold,system_component,1,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-3a468572771e0b54e23a6ef5,ctc_v11g-3a468572771e0b54e23a6ef5,graphical gain calculation method,graphical_gain_calculation_method,179,gold,analysis_method,1,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-69118dc66489d66b1732901b,ctc_v11g-69118dc66489d66b1732901b,闭环传递函数,closed_loop_transfer_function,124,gold,representation_kind,1,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-6c5064d654265c2b32389beb,ctc_v11g-6c5064d654265c2b32389beb,gain stabilization,gain_stabilization,133,gold,design_method,1,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-843da2b954f4e9b0d550f09a,ctc_v11g-843da2b954f4e9b0d550f09a,root_locus_contr,root_locus_controller_parameter_selection_method,144,gold,design_method,1,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-991f1cc82c973b44856c40f1,ctc_v11g-991f1cc82c973b44856c40f1,angle of arrival,angle_of_arrival,68,gold,mathematical_object,1,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-9c541f3aa2bc9db1fe6a6c02,ctc_v11g-9c541f3aa2bc9db1fe6a6c02,阻尼比,damping_ratio,105,gold,performance_metric,1,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-b79da91dde120d5d6d3721cd,ctc_v11g-b79da91dde120d5d6d3721cd,zeros of l s,zeros_of_l_s,33,gold,mathematical_object,1,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-bd59ac156c37a1e319ab71c8,ctc_v11g-bd59ac156c37a1e319ab71c8,poles of l s,poles_of_l_s,33,gold,mathematical_object,1,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-d71c2fc537d5d1aa270768ec,ctc_v11g-d71c2fc537d5d1aa270768ec,three way catalyst,three_way_catalyst,114,gold,system_component,1,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-daefb900250d1b7d86e36bdd,ctc_v11g-daefb900250d1b7d86e36bdd,ultimate gain,ultimate_gain,109,gold,performance_metric,1,excluded_with_rationale,B,True,ok,accepted
ctkg:v3e-canonical-04fd7f69994f8821467462e5,ctkg_v3e-canonical-04fd7f69994f8821467462e5,One-sided (unilateral) Laplace transform,One-sided (unilateral) Laplace transform,180,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-060bc33f21e93205ee271eda,ctkg_v3e-canonical-060bc33f21e93205ee271eda,Cover-up method ,Cover-up method for partial fraction expansion,215,silver,analysis_method,1,,B,True,ok,accepted
ctkg:v3e-canonical-0f7959abbcc9c7170d23770b,ctkg_v3e-canonical-0f7959abbcc9c7170d23770b,非主导极点,,62,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-128a0f144821b8292a40f391,ctkg_v3e-canonical-128a0f144821b8292a40f391,前馈控制,,40,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-1c6e0da621b7f363c81a8901,ctkg_v3e-canonical-1c6e0da621b7f363c81a8901,ℒ  Laplace transform,ℒ_ Laplace transform,132,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-2ec135b0a8506867adbe4bf1,ctkg_v3e-canonical-2ec135b0a8506867adbe4bf1,Convolution,Convolution,124,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-39f6714b8cafaaf18e43b898,ctkg_v3e-canonical-39f6714b8cafaaf18e43b898,串级控制方法,,48,silver,analysis_method,1,,B,True,ok,accepted
ctkg:v3e-canonical-3cdfb3f6b1edd3c75bb9b69b,ctkg_v3e-canonical-3cdfb3f6b1edd3c75bb9b69b,测速反馈控制,,60,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-4ce9b77cff23117a65f42588,ctkg_v3e-canonical-4ce9b77cff23117a65f42588,有零点的二阶系统,,58,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-4d3c6d91fa4b39f8e6f0e3e3,ctkg_v3e-canonical-4d3c6d91fa4b39f8e6f0e3e3,Left half-plane (LHP),Left half-plane (LHP),21,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-5182a714c3b04737e54be937,ctkg_v3e-canonical-5182a714c3b04737e54be937,复合控制系统,,45,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-7147bc2427dae1863e06ef77,ctkg_v3e-canonical-7147bc2427dae1863e06ef77,闭环主导极点,,81,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-772065f42947b660c72584f3,ctkg_v3e-canonical-772065f42947b660c72584f3,二阶系统,,27,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-7e46e083227dc119d597d82b,ctkg_v3e-canonical-7e46e083227dc119d597d82b,Frequency response,Frequency response,122,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-8821eda7812d88a26a449d71,ctkg_v3e-canonical-8821eda7812d88a26a449d71,利用MATLAB进行高阶系统建…,,25,silver,analysis_method,1,,B,True,ok,accepted
ctkg:v3e-canonical-8d146e4add26f71181e7c891,ctkg_v3e-canonical-8d146e4add26f71181e7c891,Right half-plane (RHP),Right half-plane (RHP),22,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-8d214840417a4c3b5780c715,ctkg_v3e-canonical-8d214840417a4c3b5780c715,稳态误差,,46,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-8d825b96ea1a50aab0eb7e6c,ctkg_v3e-canonical-8d825b96ea1a50aab0eb7e6c,一阶系统,,27,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-9988510f6127d3086f4aa265,ctkg_v3e-canonical-9988510f6127d3086f4aa265,峰值时间,,20,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-9cd2a9dfb0f7f3d457247609,ctkg_v3e-canonical-9cd2a9dfb0f7f3d457247609,调节时间,,28,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-a9f8ff29f0e4550a22bfcc67,ctkg_v3e-canonical-a9f8ff29f0e4550a22bfcc67,上升时间,,21,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-ab642a336bbbbafc6327f6f2,ctkg_v3e-canonical-ab642a336bbbbafc6327f6f2,阻尼比,,32,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-af59ae82af84ba274864a121,ctkg_v3e-canonical-af59ae82af84ba274864a121,一阶系统的单位脉冲响应,,44,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-b1b7acfdda35086ace2d7091,ctkg_v3e-canonical-b1b7acfdda35086ace2d7091,Partial-fraction,Partial-fraction expansion method for distinct poles,52,silver,analysis_method,1,,B,True,ok,accepted
ctkg:v3e-canonical-bc4ff6668a7e4eed69404826,ctkg_v3e-canonical-bc4ff6668a7e4eed69404826,Steady-state error e ss,Steady-state error e_ss,87,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-c02b9566a9d9964dbab5cc5d,ctkg_v3e-canonical-c02b9566a9d9964dbab5cc5d,Computing response via convolution,Computing response via convolution,143,silver,analysis_method,1,,B,True,ok,accepted
ctkg:v3e-canonical-d2d3366e7f924f0ab8b19205,ctkg_v3e-canonical-d2d3366e7f924f0ab8b19205,串级控制系统,,48,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-e5eec53e01f5ac974d074ac4,ctkg_v3e-canonical-e5eec53e01f5ac974d074ac4,误差响应,,37,silver,theoretical_construct,1,,B,True,ok,accepted
ctkg:v3e-canonical-ea380a2917dde24b49c608e4,ctkg_v3e-canonical-ea380a2917dde24b49c608e4,可求出单位阶跃响应,,43,silver,analysis_method,1,,B,True,ok,accepted
ctkg:v3e-object-0079fafb4b8e0579bedea1a6,ctkg_v3e-object-0079fafb4b8e0579bedea1a6,External Stability,External Stability,84,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-015051ab889bc2e6b3fd1b54,ctkg_v3e-object-015051ab889bc2e6b3fd1b54,稳定焦点,,27,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-07c345d26a1c74830e0a5c94,ctkg_v3e-object-07c345d26a1c74830e0a5c94,Arc at infinity in Nyquist plot,Arc at infinity in Nyquist plot,105,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-09160b112423a1c2afe77578,ctkg_v3e-object-09160b112423a1c2afe77578,Maximum phase lead frequency ω m,Maximum phase lead frequency ω_m,129,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-0ca481aed329f4e6c74c8d30,ctkg_v3e-object-0ca481aed329f4e6c74c8d30,Experimental fre,Experimental frequency response determination,186,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-0e2fd1303478a746919816fc,ctkg_v3e-object-0e2fd1303478a746919816fc,级数求和法,,40,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-0ffd784a046b2ff6fc583d23,ctkg_v3e-object-0ffd784a046b2ff6fc583d23,Duality-Based Estimator Design,Duality-Based Estimator Design,119,silver,,1,,B,True,ok,accepted
ctkg:v3e-object-10392ceace3daf30af90f6e7,ctkg_v3e-object-10392ceace3daf30af90f6e7,迭代法,,47,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-110c156932e90fe902935cb1,ctkg_v3e-object-110c156932e90fe902935cb1,Phase stabilization,Phase stabilization,206,silver,,1,,B,True,ok,accepted
ctkg:v3e-object-133c90435f61b9a83b7d4aaf,ctkg_v3e-object-133c90435f61b9a83b7d4aaf,Controllability,Controllability,188,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-13e696ca025028445460f1df,ctkg_v3e-object-13e696ca025028445460f1df,Bandwidth frequency,Bandwidth frequency,93,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-1405f7f72c012a10e7cf60bc,ctkg_v3e-object-1405f7f72c012a10e7cf60bc,Nonminimum-Phase Compensator,Nonminimum-Phase Compensator,28,silver,,1,,B,True,ok,accepted
ctkg:v3e-object-1423d2e4d994f098d268dc5e,ctkg_v3e-object-1423d2e4d994f098d268dc5e,校正问题,,62,silver,,1,,B,True,ok,accepted
ctkg:v3e-object-1724fe5a62311ceb13ab05bd,ctkg_v3e-object-1724fe5a62311ceb13ab05bd,格拉姆矩阵判据,,52,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-2025acc5e7afefa0ece210e2,ctkg_v3e-object-2025acc5e7afefa0ece210e2,Estimator Error,Estimator Error,86,silver,,1,,B,True,ok,accepted
ctkg:v3e-object-23a1c9229387ded552fbdbb3,ctkg_v3e-object-23a1c9229387ded552fbdbb3,PBH秩判据,,44,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-27f13707df83e3cfd476ba33,ctkg_v3e-object-27f13707df83e3cfd476ba33,Sampled data,Sampled data,66,silver,,1,,B,True,ok,accepted
ctkg:v3e-object-2be71df1c8c0152ac5f69c1b,ctkg_v3e-object-2be71df1c8c0152ac5f69c1b,Steady-state tracking error,Steady-state tracking error,84,silver,,1,,B,True,ok,accepted
ctkg:v3e-object-2c4bb4e99c2a8a48b91e625a,ctkg_v3e-object-2c4bb4e99c2a8a48b91e625a,random-access memory (RAM),random-access memory (RAM),26,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-2e2707d377000d69ac75b508,ctkg_v3e-object-2e2707d377000d69ac75b508,幅相频率特性曲线,,39,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-2e91a0da0c74ca85ce8f952b,ctkg_v3e-object-2e91a0da0c74ca85ce8f952b,Determining PM from Bode plot,Determining PM from Bode plot,60,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-30cb7d43e8cbe99fe69e5e39,ctkg_v3e-object-30cb7d43e8cbe99fe69e5e39,Sampling period,Sampling period,66,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-327cafd07ac8956536bab418,ctkg_v3e-object-327cafd07ac8956536bab418,Routh's method f,Routh's method for parameter range determination,159,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-37427c0ceefae90634f93312,ctkg_v3e-object-37427c0ceefae90634f93312,Sector conditions,Sector conditions,114,gold,,1,,B,True,ok,accepted
ctkg:v3e-object-393198bac91c71d371b1c217,ctkg_v3e-object-393198bac91c71d371b1c217,朱利阵列,,49,gold,,1,,B,True,ok,accepted
